country,date,year_week,Daily hospital occupancy,under_15_cases,15-24_cases,25-49_cases,50-64_cases,65-79_cases,over_80_cases,next_week_increase_decrease
Ireland,7/16/2020,2020-W29,12,11,40,61,12,8,1,1
Ireland,7/17/2020,2020-W29,12,11,40,61,12,8,1,0
Ireland,7/18/2020,2020-W29,10,11,40,61,12,8,1,0
Ireland,7/19/2020,2020-W29,10,11,40,61,12,8,1,1
Ireland,7/20/2020,2020-W30,12,6,18,71,18,15,5,0
Ireland,7/21/2020,2020-W30,13,6,18,71,18,15,5,0
Ireland,7/22/2020,2020-W30,14,6,18,71,18,15,5,0
Ireland,7/23/2020,2020-W30,13,6,18,71,18,15,5,0
Ireland,7/24/2020,2020-W30,11,6,18,71,18,15,5,0
Ireland,7/25/2020,2020-W30,10,6,18,71,18,15,5,0
Ireland,7/26/2020,2020-W30,11,6,18,71,18,15,5,0
Ireland,7/27/2020,2020-W31,11,9,17,69,17,8,3,0
Ireland,7/28/2020,2020-W31,10,9,17,69,17,8,3,1
Ireland,7/29/2020,2020-W31,10,9,17,69,17,8,3,1
Ireland,7/30/2020,2020-W31,6,9,17,69,17,8,3,1
Ireland,7/31/2020,2020-W31,6,9,17,69,17,8,3,1
Ireland,8/1/2020,2020-W31,8,9,17,69,17,8,3,1
Ireland,8/2/2020,2020-W31,10,9,17,69,17,8,3,1
Ireland,8/3/2020,2020-W32,10,49,60,157,34,14,5,1
Ireland,8/4/2020,2020-W32,14,49,60,157,34,14,5,0
Ireland,8/5/2020,2020-W32,17,49,60,157,34,14,5,0
Ireland,8/6/2020,2020-W32,10,49,60,157,34,14,5,1
Ireland,8/7/2020,2020-W32,11,49,60,157,34,14,5,0
Ireland,8/8/2020,2020-W32,12,49,60,157,34,14,5,1
Ireland,8/9/2020,2020-W32,13,49,60,157,34,14,5,1
Ireland,8/10/2020,2020-W33,12,47,89,312,84,17,3,1
Ireland,8/11/2020,2020-W33,14,47,89,312,84,17,3,1
Ireland,8/12/2020,2020-W33,13,47,89,312,84,17,3,1
Ireland,8/13/2020,2020-W33,12,47,89,312,84,17,3,1
Ireland,8/14/2020,2020-W33,11,47,89,312,84,17,3,1
Ireland,8/15/2020,2020-W33,15,47,89,312,84,17,3,1
Ireland,8/16/2020,2020-W33,16,47,89,312,84,17,3,1
Ireland,8/17/2020,2020-W34,21,69,116,235,81,31,10,1
Ireland,8/18/2020,2020-W34,22,69,116,235,81,31,10,1
Ireland,8/19/2020,2020-W34,17,69,116,235,81,31,10,1
Ireland,8/20/2020,2020-W34,16,69,116,235,81,31,10,1
Ireland,8/21/2020,2020-W34,18,69,116,235,81,31,10,1
Ireland,8/22/2020,2020-W34,20,69,116,235,81,31,10,1
Ireland,8/23/2020,2020-W34,21,69,116,235,81,31,10,1
Ireland,8/24/2020,2020-W35,27,85,201,346,127,38,7,1
Ireland,8/25/2020,2020-W35,26,85,201,346,127,38,7,1
Ireland,8/26/2020,2020-W35,26,85,201,346,127,38,7,1
Ireland,8/27/2020,2020-W35,29,85,201,346,127,38,7,1
Ireland,8/28/2020,2020-W35,32,85,201,346,127,38,7,1
Ireland,8/29/2020,2020-W35,30,85,201,346,127,38,7,1
Ireland,8/30/2020,2020-W35,33,85,201,346,127,38,7,1
Ireland,8/31/2020,2020-W36,35,79,161,309,107,31,14,1
Ireland,9/1/2020,2020-W36,36,79,161,309,107,31,14,1
Ireland,9/2/2020,2020-W36,40,79,161,309,107,31,14,1
Ireland,9/3/2020,2020-W36,40,79,161,309,107,31,14,1
Ireland,9/4/2020,2020-W36,44,79,161,309,107,31,14,1
Ireland,9/5/2020,2020-W36,48,79,161,309,107,31,14,1
Ireland,9/6/2020,2020-W36,49,79,161,309,107,31,14,1
Ireland,10/5/2020,2020-W41,150,291,785,1286,540,186,76,1
Ireland,10/6/2020,2020-W41,150,291,785,1286,540,186,76,1
Ireland,10/7/2020,2020-W41,156,291,785,1286,540,186,76,1
Ireland,10/8/2020,2020-W41,159,291,785,1286,540,186,76,1
Ireland,10/9/2020,2020-W41,179,291,785,1286,540,186,76,1
Ireland,10/10/2020,2020-W41,194,291,785,1286,540,186,76,1
Ireland,10/11/2020,2020-W41,201,291,785,1286,540,186,76,1
Ireland,10/12/2020,2020-W42,221,448,1323,1773,776,294,142,1
Ireland,10/13/2020,2020-W42,240,448,1323,1773,776,294,142,1
Ireland,10/14/2020,2020-W42,234,448,1323,1773,776,294,142,1
Ireland,10/15/2020,2020-W42,238,448,1323,1773,776,294,142,1
Ireland,10/16/2020,2020-W42,244,448,1323,1773,776,294,142,1
Ireland,10/17/2020,2020-W42,260,448,1323,1773,776,294,142,1
Ireland,10/18/2020,2020-W42,274,448,1323,1773,776,294,142,1
Ireland,10/19/2020,2020-W43,298,874,2079,2822,1227,423,151,1
Ireland,10/20/2020,2020-W43,315,874,2079,2822,1227,423,151,1
Ireland,10/21/2020,2020-W43,324,874,2079,2822,1227,423,151,1
Ireland,10/22/2020,2020-W43,310,874,2079,2822,1227,423,151,1
Ireland,10/23/2020,2020-W43,311,874,2079,2822,1227,423,151,1
Ireland,10/24/2020,2020-W43,312,874,2079,2822,1227,423,151,1
Ireland,10/25/2020,2020-W43,319,874,2079,2822,1227,423,151,1
Ireland,10/26/2020,2020-W44,344,1008,1636,2422,1232,485,218,0
Ireland,10/27/2020,2020-W44,354,1008,1636,2422,1232,485,218,0
Ireland,10/28/2020,2020-W44,327,1008,1636,2422,1232,485,218,0
Ireland,10/29/2020,2020-W44,330,1008,1636,2422,1232,485,218,0
Ireland,10/30/2020,2020-W44,327,1008,1636,2422,1232,485,218,0
Ireland,10/31/2020,2020-W44,322,1008,1636,2422,1232,485,218,0
Ireland,11/1/2020,2020-W44,325,1008,1636,2422,1232,485,218,0
Ireland,11/2/2020,2020-W45,327,742,921,1730,786,314,161,0
Ireland,11/3/2020,2020-W45,306,742,921,1730,786,314,161,0
Ireland,11/4/2020,2020-W45,315,742,921,1730,786,314,161,0
Ireland,11/5/2020,2020-W45,307,742,921,1730,786,314,161,0
Ireland,11/6/2020,2020-W45,295,742,921,1730,786,314,161,0
Ireland,11/7/2020,2020-W45,279,742,921,1730,786,314,161,0
Ireland,11/8/2020,2020-W45,283,742,921,1730,786,314,161,0
Ireland,11/9/2020,2020-W46,291,422,477,1183,478,229,150,0
Ireland,11/10/2020,2020-W46,279,422,477,1183,478,229,150,0
Ireland,11/11/2020,2020-W46,282,422,477,1183,478,229,150,0
Ireland,11/12/2020,2020-W46,285,422,477,1183,478,229,150,1
Ireland,11/13/2020,2020-W46,275,422,477,1183,478,229,150,1
Ireland,11/14/2020,2020-W46,254,422,477,1183,478,229,150,1
Ireland,11/15/2020,2020-W46,254,422,477,1183,478,229,150,1
Ireland,11/16/2020,2020-W47,276,390,499,1080,430,205,165,1
Ireland,11/17/2020,2020-W47,273,390,499,1080,430,205,165,1
Ireland,11/18/2020,2020-W47,274,390,499,1080,430,205,165,0
Ireland,11/19/2020,2020-W47,290,390,499,1080,430,205,165,0
Ireland,11/20/2020,2020-W47,287,390,499,1080,430,205,165,0
Ireland,11/21/2020,2020-W47,275,390,499,1080,430,205,165,0
Ireland,11/22/2020,2020-W47,277,390,499,1080,430,205,165,0
Ireland,11/23/2020,2020-W48,291,369,491,891,360,172,96,0
Ireland,11/24/2020,2020-W48,291,369,491,891,360,172,96,0
Ireland,11/25/2020,2020-W48,269,369,491,891,360,172,96,0
Ireland,11/26/2020,2020-W48,247,369,491,891,360,172,96,0
Ireland,11/27/2020,2020-W48,253,369,491,891,360,172,96,0
Ireland,11/28/2020,2020-W48,243,369,491,891,360,172,96,0
Ireland,11/29/2020,2020-W48,257,369,491,891,360,172,96,0
Ireland,12/28/2020,2020-W53,360,732,1312,2797,1158,433,202,1
Ireland,12/29/2020,2020-W53,409,732,1312,2797,1158,433,202,1
Ireland,12/30/2020,2020-W53,454,732,1312,2797,1158,433,202,1
Ireland,12/31/2020,2020-W53,491,732,1312,2797,1158,433,202,1
Ireland,1/1/2021,2020-W53,508,732,1312,2797,1158,433,202,1
Ireland,1/2/2021,2020-W53,581,732,1312,2797,1158,433,202,1
Ireland,1/3/2021,2020-W53,673,732,1312,2797,1158,433,202,1
Ireland,1/4/2021,2021-W01,744,1679,4385,8927,4065,1452,552,1
Ireland,1/5/2021,2021-W01,817,1679,4385,8927,4065,1452,552,1
Ireland,1/6/2021,2021-W01,921,1679,4385,8927,4065,1452,552,1
Ireland,1/7/2021,2021-W01,1022,1679,4385,8927,4065,1452,552,1
Ireland,1/8/2021,2021-W01,1153,1679,4385,8927,4065,1452,552,1
Ireland,1/9/2021,2021-W01,1285,1679,4385,8927,4065,1452,552,1
Ireland,1/10/2021,2021-W01,1426,1679,4385,8927,4065,1452,552,1
Ireland,1/11/2021,2021-W02,1575,3041,8445,19120,9134,3247,1418,1
Ireland,1/12/2021,2021-W02,1690,3041,8445,19120,9134,3247,1418,1
Ireland,1/13/2021,2021-W02,1750,3041,8445,19120,9134,3247,1418,1
Ireland,1/14/2021,2021-W02,1792,3041,8445,19120,9134,3247,1418,1
Ireland,1/15/2021,2021-W02,1846,3041,8445,19120,9134,3247,1418,1
Ireland,1/16/2021,2021-W02,1848,3041,8445,19120,9134,3247,1418,1
Ireland,1/17/2021,2021-W02,1923,3041,8445,19120,9134,3247,1418,0
Ireland,1/18/2021,2021-W03,2020,1421,3255,9400,4779,1986,1487,0
Ireland,1/19/2021,2021-W03,1954,1421,3255,9400,4779,1986,1487,0
Ireland,1/20/2021,2021-W03,1941,1421,3255,9400,4779,1986,1487,0
Ireland,1/21/2021,2021-W03,1949,1421,3255,9400,4779,1986,1487,0
Ireland,1/22/2021,2021-W03,1969,1421,3255,9400,4779,1986,1487,0
Ireland,1/23/2021,2021-W03,1893,1421,3255,9400,4779,1986,1487,0
Ireland,1/24/2021,2021-W03,1914,1421,3255,9400,4779,1986,1487,0
Ireland,1/25/2021,2021-W04,1948,985,1909,6127,2789,1178,1073,0
Ireland,1/26/2021,2021-W04,1823,985,1909,6127,2789,1178,1073,0
Ireland,1/27/2021,2021-W04,1727,985,1909,6127,2789,1178,1073,0
Ireland,1/28/2021,2021-W04,1620,985,1909,6127,2789,1178,1073,0
Ireland,1/29/2021,2021-W04,1552,985,1909,6127,2789,1178,1073,0
Ireland,1/30/2021,2021-W04,1494,985,1909,6127,2789,1178,1073,0
Ireland,1/31/2021,2021-W04,1515,985,1909,6127,2789,1178,1073,0
Ireland,2/1/2021,2021-W05,1529,721,1246,3545,1564,798,739,0
Ireland,2/2/2021,2021-W05,1418,721,1246,3545,1564,798,739,0
Ireland,2/3/2021,2021-W05,1366,721,1246,3545,1564,798,739,0
Ireland,2/4/2021,2021-W05,1308,721,1246,3545,1564,798,739,0
Ireland,2/5/2021,2021-W05,1258,721,1246,3545,1564,798,739,0
Ireland,2/6/2021,2021-W05,1199,721,1246,3545,1564,798,739,0
Ireland,2/7/2021,2021-W05,1203,721,1246,3545,1564,798,739,0
Ireland,2/8/2021,2021-W06,1212,803,1119,2753,1208,554,474,0
Ireland,2/9/2021,2021-W06,1104,803,1119,2753,1208,554,474,0
Ireland,2/10/2021,2021-W06,1032,803,1119,2753,1208,554,474,0
Ireland,2/11/2021,2021-W06,984,803,1119,2753,1208,554,474,0
Ireland,2/12/2021,2021-W06,959,803,1119,2753,1208,554,474,0
Ireland,2/13/2021,2021-W06,898,803,1119,2753,1208,554,474,0
Ireland,2/14/2021,2021-W06,899,803,1119,2753,1208,554,474,0
Ireland,2/15/2021,2021-W07,916,948,1151,2350,932,406,231,0
Ireland,2/16/2021,2021-W07,861,948,1151,2350,932,406,231,0
Ireland,2/17/2021,2021-W07,831,948,1151,2350,932,406,231,0
Ireland,2/18/2021,2021-W07,771,948,1151,2350,932,406,231,0
Ireland,2/19/2021,2021-W07,754,948,1151,2350,932,406,231,0
Ireland,2/20/2021,2021-W07,719,948,1151,2350,932,406,231,0
Ireland,2/21/2021,2021-W07,744,948,1151,2350,932,406,231,0
Ireland,2/22/2021,2021-W08,726,826,1151,2027,808,355,223,0
Ireland,2/23/2021,2021-W08,693,826,1151,2027,808,355,223,0
Ireland,2/24/2021,2021-W08,652,826,1151,2027,808,355,223,0
Ireland,2/25/2021,2021-W08,591,826,1151,2027,808,355,223,0
Ireland,2/26/2021,2021-W08,574,826,1151,2027,808,355,223,0
Ireland,2/27/2021,2021-W08,550,826,1151,2027,808,355,223,0
Ireland,2/28/2021,2021-W08,554,826,1151,2027,808,355,223,0
Ireland,3/29/2021,2021-W13,331,1019,586,1636,497,199,67,0
Ireland,3/30/2021,2021-W13,310,1019,586,1636,497,199,67,0
Ireland,3/31/2021,2021-W13,297,1019,586,1636,497,199,67,0
Ireland,4/1/2021,2021-W13,274,1019,586,1636,497,199,67,0
Ireland,4/2/2021,2021-W13,264,1019,586,1636,497,199,67,0
Ireland,4/3/2021,2021-W13,242,1019,586,1636,497,199,67,0
Ireland,4/4/2021,2021-W13,242,1019,586,1636,497,199,67,0
Italy,2/24/2020,2020-W09,127,57,150,1555,2342,2557,1571,1
Italy,2/25/2020,2020-W09,149,57,150,1555,2342,2557,1571,1
Italy,2/26/2020,2020-W09,164,57,150,1555,2342,2557,1571,1
Italy,2/27/2020,2020-W09,304,57,150,1555,2342,2557,1571,1
Italy,2/28/2020,2020-W09,409,57,150,1555,2342,2557,1571,1
Italy,2/29/2020,2020-W09,506,57,150,1555,2342,2557,1571,1
Italy,3/1/2020,2020-W09,779,57,150,1555,2342,2557,1571,1
Italy,3/2/2020,2020-W10,908,161,336,4818,5978,5898,3895,1
Italy,3/3/2020,2020-W10,1263,161,336,4818,5978,5898,3895,1
Italy,3/4/2020,2020-W10,1641,161,336,4818,5978,5898,3895,1
Italy,3/5/2020,2020-W10,2141,161,336,4818,5978,5898,3895,1
Italy,3/6/2020,2020-W10,2856,161,336,4818,5978,5898,3895,1
Italy,3/7/2020,2020-W10,3218,161,336,4818,5978,5898,3895,1
Italy,3/8/2020,2020-W10,4207,161,336,4818,5978,5898,3895,1
Italy,3/9/2020,2020-W11,5049,338,638,8430,10893,9831,6477,1
Italy,3/10/2020,2020-W11,5915,338,638,8430,10893,9831,6477,1
Italy,3/11/2020,2020-W11,6866,338,638,8430,10893,9831,6477,1
Italy,3/12/2020,2020-W11,7803,338,638,8430,10893,9831,6477,1
Italy,3/13/2020,2020-W11,8754,338,638,8430,10893,9831,6477,1
Italy,3/14/2020,2020-W11,9890,338,638,8430,10893,9831,6477,1
Italy,3/15/2020,2020-W11,11335,338,638,8430,10893,9831,6477,1
Italy,3/16/2020,2020-W12,12876,454,894,8605,10529,8570,7607,1
Italy,3/17/2020,2020-W12,14954,454,894,8605,10529,8570,7607,1
Italy,3/18/2020,2020-W12,16620,454,894,8605,10529,8570,7607,1
Italy,3/19/2020,2020-W12,18255,454,894,8605,10529,8570,7607,1
Italy,3/20/2020,2020-W12,18675,454,894,8605,10529,8570,7607,1
Italy,3/21/2020,2020-W12,20565,454,894,8605,10529,8570,7607,1
Italy,3/22/2020,2020-W12,22855,454,894,8605,10529,8570,7607,1
Italy,3/23/2020,2020-W13,23896,417,976,7980,7817,5710,7905,1
Italy,3/24/2020,2020-W13,25333,417,976,7980,7817,5710,7905,1
Italy,3/25/2020,2020-W13,26601,417,976,7980,7817,5710,7905,1
Italy,3/26/2020,2020-W13,28365,417,976,7980,7817,5710,7905,1
Italy,3/27/2020,2020-W13,29761,417,976,7980,7817,5710,7905,1
Italy,3/28/2020,2020-W13,30532,417,976,7980,7817,5710,7905,1
Italy,3/29/2020,2020-W13,31292,417,976,7980,7817,5710,7905,1
Italy,3/30/2020,2020-W14,31776,379,928,6794,6031,4465,9537,1
Italy,3/31/2020,2020-W14,32215,379,928,6794,6031,4465,9537,1
Italy,4/1/2020,2020-W14,32438,379,928,6794,6031,4465,9537,0
Italy,4/2/2020,2020-W14,32593,379,928,6794,6031,4465,9537,0
Italy,4/3/2020,2020-W14,32809,379,928,6794,6031,4465,9537,0
Italy,4/4/2020,2020-W14,33004,379,928,6794,6031,4465,9537,0
Italy,4/5/2020,2020-W14,32926,379,928,6794,6031,4465,9537,0
Italy,4/6/2020,2020-W15,32874,317,676,4844,3975,3132,7760,0
Italy,4/7/2020,2020-W15,32510,317,676,4844,3975,3132,7760,0
Italy,4/8/2020,2020-W15,32178,317,676,4844,3975,3132,7760,0
Italy,4/9/2020,2020-W15,32004,317,676,4844,3975,3132,7760,0
Italy,4/10/2020,2020-W15,31739,317,676,4844,3975,3132,7760,0
Italy,4/11/2020,2020-W15,31525,317,676,4844,3975,3132,7760,0
Italy,4/12/2020,2020-W15,31190,317,676,4844,3975,3132,7760,0
Italy,4/13/2020,2020-W16,31283,307,677,4167,3303,2409,6036,0
Italy,4/14/2020,2020-W16,31197,307,677,4167,3303,2409,6036,0
Italy,4/15/2020,2020-W16,30722,307,677,4167,3303,2409,6036,0
Italy,4/16/2020,2020-W16,29829,307,677,4167,3303,2409,6036,0
Italy,4/17/2020,2020-W16,28598,307,677,4167,3303,2409,6036,0
Italy,4/18/2020,2020-W16,27740,307,677,4167,3303,2409,6036,0
Italy,4/19/2020,2020-W16,27668,307,677,4167,3303,2409,6036,0
Italy,4/20/2020,2020-W17,27479,249,494,2986,2459,1574,3634,0
Italy,4/21/2020,2020-W17,26605,249,494,2986,2459,1574,3634,0
Italy,4/22/2020,2020-W17,26189,249,494,2986,2459,1574,3634,0
Italy,4/23/2020,2020-W17,25138,249,494,2986,2459,1574,3634,0
Italy,4/24/2020,2020-W17,24241,249,494,2986,2459,1574,3634,0
Italy,4/25/2020,2020-W17,23635,249,494,2986,2459,1574,3634,0
Italy,4/26/2020,2020-W17,23381,249,494,2986,2459,1574,3634,0
Italy,4/27/2020,2020-W18,22309,233,457,2341,1952,1061,2230,0
Italy,4/28/2020,2020-W18,21586,233,457,2341,1952,1061,2230,0
Italy,4/29/2020,2020-W18,21005,233,457,2341,1952,1061,2230,0
Italy,4/30/2020,2020-W18,19843,233,457,2341,1952,1061,2230,0
Italy,5/1/2020,2020-W18,19147,233,457,2341,1952,1061,2230,0
Italy,5/2/2020,2020-W18,18896,233,457,2341,1952,1061,2230,0
Italy,5/3/2020,2020-W18,18743,233,457,2341,1952,1061,2230,0
Italy,5/4/2020,2020-W19,18302,172,285,1648,1272,689,1235,0
Italy,5/5/2020,2020-W19,17697,172,285,1648,1272,689,1235,0
Italy,5/6/2020,2020-W19,17102,172,285,1648,1272,689,1235,0
Italy,5/7/2020,2020-W19,16485,172,285,1648,1272,689,1235,0
Italy,5/8/2020,2020-W19,15804,172,285,1648,1272,689,1235,0
Italy,5/9/2020,2020-W19,14868,172,285,1648,1272,689,1235,0
Italy,5/10/2020,2020-W19,14645,172,285,1648,1272,689,1235,0
Italy,5/11/2020,2020-W20,14538,126,219,1280,959,544,735,0
Italy,5/12/2020,2020-W20,13817,126,219,1280,959,544,735,0
Italy,5/13/2020,2020-W20,13065,126,219,1280,959,544,735,0
Italy,5/14/2020,2020-W20,12308,126,219,1280,959,544,735,0
Italy,5/15/2020,2020-W20,11600,126,219,1280,959,544,735,0
Italy,5/16/2020,2020-W20,11175,126,219,1280,959,544,735,0
Italy,5/17/2020,2020-W20,11073,126,219,1280,959,544,735,0
Italy,5/18/2020,2020-W21,10956,103,192,922,726,464,449,0
Italy,5/19/2020,2020-W21,10707,103,192,922,726,464,449,0
Italy,5/20/2020,2020-W21,10300,103,192,922,726,464,449,0
Italy,5/21/2020,2020-W21,9909,103,192,922,726,464,449,0
Italy,5/22/2020,2020-W21,9552,103,192,922,726,464,449,0
Italy,5/23/2020,2020-W21,9267,103,192,922,726,464,449,0
Italy,5/24/2020,2020-W21,9166,103,192,922,726,464,449,0
Italy,5/25/2020,2020-W22,8726,88,130,597,436,318,295,0
Italy,5/26/2020,2020-W22,8438,88,130,597,436,318,295,0
Italy,5/27/2020,2020-W22,8234,88,130,597,436,318,295,0
Italy,5/28/2020,2020-W22,7868,88,130,597,436,318,295,0
Italy,5/29/2020,2020-W22,7569,88,130,597,436,318,295,0
Italy,5/30/2020,2020-W22,7130,88,130,597,436,318,295,0
Italy,5/31/2020,2020-W22,6822,88,130,597,436,318,295,0
Italy,6/1/2020,2020-W23,6523,107,156,702,544,374,274,0
Italy,6/2/2020,2020-W23,6324,107,156,702,544,374,274,0
Italy,6/3/2020,2020-W23,6095,107,156,702,544,374,274,0
Italy,6/4/2020,2020-W23,5841,107,156,702,544,374,274,0
Italy,6/5/2020,2020-W23,5617,107,156,702,544,374,274,0
Italy,6/6/2020,2020-W23,5295,107,156,702,544,374,274,0
Italy,6/7/2020,2020-W23,5151,107,156,702,544,374,274,0
Italy,6/8/2020,2020-W24,5012,107,156,546,333,264,197,0
Italy,6/9/2020,2020-W24,4844,107,156,546,333,264,197,0
Italy,6/10/2020,2020-W24,4569,107,156,546,333,264,197,0
Italy,6/11/2020,2020-W24,4367,107,156,546,333,264,197,0
Italy,6/12/2020,2020-W24,4120,107,156,546,333,264,197,0
Italy,6/13/2020,2020-W24,3967,107,156,546,333,264,197,0
Italy,6/14/2020,2020-W24,3803,107,156,546,333,264,197,0
Italy,6/15/2020,2020-W25,3696,80,138,547,319,169,145,0
Italy,6/16/2020,2020-W25,3478,80,138,547,319,169,145,0
Italy,6/17/2020,2020-W25,3276,80,138,547,319,169,145,0
Italy,6/18/2020,2020-W25,3035,80,138,547,319,169,145,0
Italy,6/19/2020,2020-W25,2793,80,138,547,319,169,145,0
Italy,6/20/2020,2020-W25,2626,80,138,547,319,169,145,0
Italy,6/21/2020,2020-W25,2462,80,138,547,319,169,145,0
Italy,6/22/2020,2020-W26,2165,101,171,592,265,181,142,0
Italy,6/23/2020,2020-W26,1968,101,171,592,265,181,142,0
Italy,6/24/2020,2020-W26,1717,101,171,592,265,181,142,0
Italy,6/25/2020,2020-W26,1618,101,171,592,265,181,142,0
Italy,6/26/2020,2020-W26,1461,101,171,592,265,181,142,0
Italy,6/27/2020,2020-W26,1357,101,171,592,265,181,142,0
Italy,6/28/2020,2020-W26,1258,101,171,592,265,181,142,0
Italy,6/29/2020,2020-W27,1216,127,170,561,269,156,135,0
Italy,6/30/2020,2020-W27,1183,127,170,561,269,156,135,0
Italy,7/1/2020,2020-W27,1112,127,170,561,269,156,135,0
Italy,7/2/2020,2020-W27,1045,127,170,561,269,156,135,0
Italy,7/3/2020,2020-W27,1035,127,170,561,269,156,135,0
Italy,7/4/2020,2020-W27,1011,127,170,561,269,156,135,0
Italy,7/5/2020,2020-W27,1019,127,170,561,269,156,135,0
Italy,7/6/2020,2020-W28,1018,122,204,630,258,137,124,0
Italy,7/7/2020,2020-W28,1010,122,204,630,258,137,124,0
Italy,7/8/2020,2020-W28,970,122,204,630,258,137,124,0
Italy,7/9/2020,2020-W28,940,122,204,630,258,137,124,0
Italy,7/10/2020,2020-W28,909,122,204,630,258,137,124,0
Italy,7/11/2020,2020-W28,893,122,204,630,258,137,124,0
Italy,7/12/2020,2020-W28,844,122,204,630,258,137,124,0
Italy,7/13/2020,2020-W29,833,158,208,738,308,190,128,0
Italy,7/14/2020,2020-W29,837,158,208,738,308,190,128,0
Italy,7/15/2020,2020-W29,854,158,208,738,308,190,128,0
Italy,7/16/2020,2020-W29,803,158,208,738,308,190,128,0
Italy,7/17/2020,2020-W29,821,158,208,738,308,190,128,0
Italy,7/18/2020,2020-W29,807,158,208,738,308,190,128,0
Italy,7/19/2020,2020-W29,792,158,208,738,308,190,128,0
Italy,7/20/2020,2020-W30,792,166,372,838,399,182,127,0
Italy,7/21/2020,2020-W30,781,166,372,838,399,182,127,1
Italy,7/22/2020,2020-W30,772,166,372,838,399,182,127,0
Italy,7/23/2020,2020-W30,762,166,372,838,399,182,127,1
Italy,7/24/2020,2020-W30,759,166,372,838,399,182,127,0
Italy,7/25/2020,2020-W30,772,166,372,838,399,182,127,0
Italy,7/26/2020,2020-W30,779,166,372,838,399,182,127,0
Italy,7/27/2020,2020-W31,785,202,714,1065,436,201,132,0
Italy,7/28/2020,2020-W31,789,202,714,1065,436,201,132,1
Italy,7/29/2020,2020-W31,769,202,714,1065,436,201,132,1
Italy,7/30/2020,2020-W31,795,202,714,1065,436,201,132,1
Italy,7/31/2020,2020-W31,757,202,714,1065,436,201,132,1
Italy,8/1/2020,2020-W31,748,202,714,1065,436,201,132,1
Italy,8/2/2020,2020-W31,750,202,714,1065,436,201,132,1
Italy,8/3/2020,2020-W32,775,233,1145,1180,531,215,158,1
Italy,8/4/2020,2020-W32,802,233,1145,1180,531,215,158,1
Italy,8/5/2020,2020-W32,805,233,1145,1180,531,215,158,1
Italy,8/6/2020,2020-W32,804,233,1145,1180,531,215,158,1
Italy,8/7/2020,2020-W32,821,233,1145,1180,531,215,158,1
Italy,8/8/2020,2020-W32,814,233,1145,1180,531,215,158,1
Italy,8/9/2020,2020-W32,808,233,1145,1180,531,215,158,1
Italy,8/10/2020,2020-W33,825,367,2301,2949,914,337,190,1
Italy,8/11/2020,2020-W33,850,367,2301,2949,914,337,190,1
Italy,8/12/2020,2020-W33,832,367,2301,2949,914,337,190,1
Italy,8/13/2020,2020-W33,841,367,2301,2949,914,337,190,1
Italy,8/14/2020,2020-W33,827,367,2301,2949,914,337,190,1
Italy,8/15/2020,2020-W33,819,367,2301,2949,914,337,190,1
Italy,8/16/2020,2020-W33,843,367,2301,2949,914,337,190,1
Italy,8/17/2020,2020-W34,868,557,2436,4006,1578,545,312,1
Italy,8/18/2020,2020-W34,901,557,2436,4006,1578,545,312,1
Italy,8/19/2020,2020-W34,932,557,2436,4006,1578,545,312,1
Italy,8/20/2020,2020-W34,951,557,2436,4006,1578,545,312,1
Italy,8/21/2020,2020-W34,988,557,2436,4006,1578,545,312,1
Italy,8/22/2020,2020-W34,988,557,2436,4006,1578,545,312,1
Italy,8/23/2020,2020-W34,1040,557,2436,4006,1578,545,312,1
Italy,8/24/2020,2020-W35,1110,727,1559,4008,2027,770,323,1
Italy,8/25/2020,2020-W35,1124,727,1559,4008,2027,770,323,1
Italy,8/26/2020,2020-W35,1124,727,1559,4008,2027,770,323,1
Italy,8/27/2020,2020-W35,1198,727,1559,4008,2027,770,323,1
Italy,8/28/2020,2020-W35,1252,727,1559,4008,2027,770,323,1
Italy,8/29/2020,2020-W35,1247,727,1559,4008,2027,770,323,1
Italy,8/30/2020,2020-W35,1337,727,1559,4008,2027,770,323,1
Italy,8/31/2020,2020-W36,1382,868,1426,4055,2173,973,490,1
Italy,9/1/2020,2020-W36,1487,868,1426,4055,2173,973,490,1
Italy,9/2/2020,2020-W36,1546,868,1426,4055,2173,973,490,1
Italy,9/3/2020,2020-W36,1625,868,1426,4055,2173,973,490,1
Italy,9/4/2020,2020-W36,1728,868,1426,4055,2173,973,490,1
Italy,9/5/2020,2020-W36,1741,868,1426,4055,2173,973,490,1
Italy,9/6/2020,2020-W36,1816,868,1426,4055,2173,973,490,1
Italy,10/5/2020,2020-W41,3810,8026,11193,27437,16416,7325,4345,1
Italy,10/6/2020,2020-W41,3944,8026,11193,27437,16416,7325,4345,1
Italy,10/7/2020,2020-W41,4119,8026,11193,27437,16416,7325,4345,1
Italy,10/8/2020,2020-W41,4283,8026,11193,27437,16416,7325,4345,1
Italy,10/9/2020,2020-W41,4473,8026,11193,27437,16416,7325,4345,1
Italy,10/10/2020,2020-W41,4726,8026,11193,27437,16416,7325,4345,1
Italy,10/11/2020,2020-W41,4939,8026,11193,27437,16416,7325,4345,1
Italy,10/12/2020,2020-W42,5273,12749,20327,52091,32099,13998,8534,1
Italy,10/13/2020,2020-W42,5590,12749,20327,52091,32099,13998,8534,1
Italy,10/14/2020,2020-W42,6009,12749,20327,52091,32099,13998,8534,1
Italy,10/15/2020,2020-W42,6382,12749,20327,52091,32099,13998,8534,1
