country,date,year_week,Daily hospital occupancy,under_15_cases,15-24_cases,25-49_cases,50-64_cases,65-79_cases,over_80_cases,next_week_hospitalizations
Ireland,11/6/2020,2020-W45,295,742,921,1730,786,314,161,275
Ireland,11/7/2020,2020-W45,279,742,921,1730,786,314,161,254
Ireland,11/8/2020,2020-W45,283,742,921,1730,786,314,161,254
Ireland,11/9/2020,2020-W46,291,422,477,1183,478,229,150,276
Ireland,11/10/2020,2020-W46,279,422,477,1183,478,229,150,273
Ireland,11/11/2020,2020-W46,282,422,477,1183,478,229,150,274
Ireland,11/12/2020,2020-W46,285,422,477,1183,478,229,150,290
Ireland,11/13/2020,2020-W46,275,422,477,1183,478,229,150,287
Ireland,11/14/2020,2020-W46,254,422,477,1183,478,229,150,275
Ireland,11/15/2020,2020-W46,254,422,477,1183,478,229,150,277
Ireland,11/16/2020,2020-W47,276,390,499,1080,430,205,165,291
Ireland,11/17/2020,2020-W47,273,390,499,1080,430,205,165,291
Ireland,11/18/2020,2020-W47,274,390,499,1080,430,205,165,269
Ireland,11/19/2020,2020-W47,290,390,499,1080,430,205,165,247
Ireland,11/20/2020,2020-W47,287,390,499,1080,430,205,165,253
Ireland,11/21/2020,2020-W47,275,390,499,1080,430,205,165,243
Ireland,11/22/2020,2020-W47,277,390,499,1080,430,205,165,257
Ireland,11/23/2020,2020-W48,291,369,491,891,360,172,96,259
Ireland,11/24/2020,2020-W48,291,369,491,891,360,172,96,224
Ireland,11/25/2020,2020-W48,269,369,491,891,360,172,96,228
Ireland,11/26/2020,2020-W48,247,369,491,891,360,172,96,234
Ireland,11/27/2020,2020-W48,253,369,491,891,360,172,96,239
Ireland,11/28/2020,2020-W48,243,369,491,891,360,172,96,230
Ireland,11/29/2020,2020-W48,257,369,491,891,360,172,96,233
Ireland,12/28/2020,2020-W53,360,732,1312,2797,1158,433,202,744
Ireland,12/29/2020,2020-W53,409,732,1312,2797,1158,433,202,817
Ireland,12/30/2020,2020-W53,454,732,1312,2797,1158,433,202,921
Ireland,12/31/2020,2020-W53,491,732,1312,2797,1158,433,202,1022
Ireland,1/1/2021,2020-W53,508,732,1312,2797,1158,433,202,1153
Ireland,1/2/2021,2020-W53,581,732,1312,2797,1158,433,202,1285
Ireland,1/3/2021,2020-W53,673,732,1312,2797,1158,433,202,1426
Ireland,1/4/2021,2021-W01,744,1679,4385,8927,4065,1452,552,1575
Ireland,1/5/2021,2021-W01,817,1679,4385,8927,4065,1452,552,1690
Ireland,1/6/2021,2021-W01,921,1679,4385,8927,4065,1452,552,1750
Ireland,1/7/2021,2021-W01,1022,1679,4385,8927,4065,1452,552,1792
Ireland,1/8/2021,2021-W01,1153,1679,4385,8927,4065,1452,552,1846
Ireland,1/9/2021,2021-W01,1285,1679,4385,8927,4065,1452,552,1848
Ireland,1/10/2021,2021-W01,1426,1679,4385,8927,4065,1452,552,1923
Ireland,1/11/2021,2021-W02,1575,3041,8445,19120,9134,3247,1418,2020
Ireland,1/12/2021,2021-W02,1690,3041,8445,19120,9134,3247,1418,1954
Ireland,1/13/2021,2021-W02,1750,3041,8445,19120,9134,3247,1418,1941
Ireland,1/14/2021,2021-W02,1792,3041,8445,19120,9134,3247,1418,1949
Ireland,1/15/2021,2021-W02,1846,3041,8445,19120,9134,3247,1418,1969
Ireland,1/16/2021,2021-W02,1848,3041,8445,19120,9134,3247,1418,1893
Ireland,1/17/2021,2021-W02,1923,3041,8445,19120,9134,3247,1418,1914
Ireland,1/18/2021,2021-W03,2020,1421,3255,9400,4779,1986,1487,1948
Ireland,1/19/2021,2021-W03,1954,1421,3255,9400,4779,1986,1487,1823
Ireland,1/20/2021,2021-W03,1941,1421,3255,9400,4779,1986,1487,1727
Ireland,1/21/2021,2021-W03,1949,1421,3255,9400,4779,1986,1487,1620
Ireland,1/22/2021,2021-W03,1969,1421,3255,9400,4779,1986,1487,1552
Ireland,1/23/2021,2021-W03,1893,1421,3255,9400,4779,1986,1487,1494
Ireland,1/24/2021,2021-W03,1914,1421,3255,9400,4779,1986,1487,1515
Ireland,1/25/2021,2021-W04,1948,985,1909,6127,2789,1178,1073,1529
Ireland,1/26/2021,2021-W04,1823,985,1909,6127,2789,1178,1073,1418
Ireland,1/27/2021,2021-W04,1727,985,1909,6127,2789,1178,1073,1366
Ireland,1/28/2021,2021-W04,1620,985,1909,6127,2789,1178,1073,1308
Ireland,1/29/2021,2021-W04,1552,985,1909,6127,2789,1178,1073,1258
Ireland,1/30/2021,2021-W04,1494,985,1909,6127,2789,1178,1073,1199
Ireland,1/31/2021,2021-W04,1515,985,1909,6127,2789,1178,1073,1203
Ireland,2/1/2021,2021-W05,1529,721,1246,3545,1564,798,739,1212
Ireland,2/2/2021,2021-W05,1418,721,1246,3545,1564,798,739,1104
Ireland,2/3/2021,2021-W05,1366,721,1246,3545,1564,798,739,1032
Ireland,2/4/2021,2021-W05,1308,721,1246,3545,1564,798,739,984
Ireland,2/5/2021,2021-W05,1258,721,1246,3545,1564,798,739,959
Ireland,2/6/2021,2021-W05,1199,721,1246,3545,1564,798,739,898
Ireland,2/7/2021,2021-W05,1203,721,1246,3545,1564,798,739,899
Ireland,2/8/2021,2021-W06,1212,803,1119,2753,1208,554,474,916
Ireland,2/9/2021,2021-W06,1104,803,1119,2753,1208,554,474,861
Ireland,2/10/2021,2021-W06,1032,803,1119,2753,1208,554,474,831
Ireland,2/11/2021,2021-W06,984,803,1119,2753,1208,554,474,771
Ireland,2/12/2021,2021-W06,959,803,1119,2753,1208,554,474,754
Ireland,2/13/2021,2021-W06,898,803,1119,2753,1208,554,474,719
Ireland,2/14/2021,2021-W06,899,803,1119,2753,1208,554,474,744
Ireland,2/15/2021,2021-W07,916,948,1151,2350,932,406,231,726
Ireland,2/16/2021,2021-W07,861,948,1151,2350,932,406,231,693
Ireland,2/17/2021,2021-W07,831,948,1151,2350,932,406,231,652
Ireland,2/18/2021,2021-W07,771,948,1151,2350,932,406,231,591
Ireland,2/19/2021,2021-W07,754,948,1151,2350,932,406,231,574
Ireland,2/20/2021,2021-W07,719,948,1151,2350,932,406,231,550
Ireland,2/21/2021,2021-W07,744,948,1151,2350,932,406,231,554
Ireland,2/22/2021,2021-W08,726,826,1151,2027,808,355,223,540
Ireland,2/23/2021,2021-W08,693,826,1151,2027,808,355,223,498
Ireland,2/24/2021,2021-W08,652,826,1151,2027,808,355,223,489
Ireland,2/25/2021,2021-W08,591,826,1151,2027,808,355,223,460
Ireland,2/26/2021,2021-W08,574,826,1151,2027,808,355,223,426
Ireland,2/27/2021,2021-W08,550,826,1151,2027,808,355,223,414
Ireland,2/28/2021,2021-W08,554,826,1151,2027,808,355,223,423
Ireland,3/29/2021,2021-W13,331,1019,586,1636,497,199,67,260
Ireland,3/30/2021,2021-W13,310,1019,586,1636,497,199,67,261
Ireland,3/31/2021,2021-W13,297,1019,586,1636,497,199,67,232
Ireland,4/1/2021,2021-W13,274,1019,586,1636,497,199,67,226
Ireland,4/2/2021,2021-W13,264,1019,586,1636,497,199,67,212
Ireland,4/3/2021,2021-W13,242,1019,586,1636,497,199,67,208
Ireland,4/4/2021,2021-W13,242,1019,586,1636,497,199,67,213
Italy,2/24/2020,2020-W09,127,57,150,1555,2342,2557,1571,908
Italy,2/25/2020,2020-W09,149,57,150,1555,2342,2557,1571,1263
Italy,2/26/2020,2020-W09,164,57,150,1555,2342,2557,1571,1641
Italy,2/27/2020,2020-W09,304,57,150,1555,2342,2557,1571,2141
Italy,2/28/2020,2020-W09,409,57,150,1555,2342,2557,1571,2856
Italy,2/29/2020,2020-W09,506,57,150,1555,2342,2557,1571,3218
Italy,3/1/2020,2020-W09,779,57,150,1555,2342,2557,1571,4207
Italy,3/2/2020,2020-W10,908,161,336,4818,5978,5898,3895,5049
Italy,3/3/2020,2020-W10,1263,161,336,4818,5978,5898,3895,5915
Italy,3/4/2020,2020-W10,1641,161,336,4818,5978,5898,3895,6866
Italy,3/5/2020,2020-W10,2141,161,336,4818,5978,5898,3895,7803
Italy,3/6/2020,2020-W10,2856,161,336,4818,5978,5898,3895,8754
Italy,3/7/2020,2020-W10,3218,161,336,4818,5978,5898,3895,9890
Italy,3/8/2020,2020-W10,4207,161,336,4818,5978,5898,3895,11335
Italy,3/9/2020,2020-W11,5049,338,638,8430,10893,9831,6477,12876
Italy,3/10/2020,2020-W11,5915,338,638,8430,10893,9831,6477,14954
Italy,3/11/2020,2020-W11,6866,338,638,8430,10893,9831,6477,16620
Italy,3/12/2020,2020-W11,7803,338,638,8430,10893,9831,6477,18255
Italy,3/13/2020,2020-W11,8754,338,638,8430,10893,9831,6477,18675
Italy,3/14/2020,2020-W11,9890,338,638,8430,10893,9831,6477,20565
Italy,3/15/2020,2020-W11,11335,338,638,8430,10893,9831,6477,22855
Italy,3/16/2020,2020-W12,12876,454,894,8605,10529,8570,7607,23896
Italy,3/17/2020,2020-W12,14954,454,894,8605,10529,8570,7607,25333
Italy,3/18/2020,2020-W12,16620,454,894,8605,10529,8570,7607,26601
Italy,3/19/2020,2020-W12,18255,454,894,8605,10529,8570,7607,28365
Italy,3/20/2020,2020-W12,18675,454,894,8605,10529,8570,7607,29761
Italy,3/21/2020,2020-W12,20565,454,894,8605,10529,8570,7607,30532
Italy,3/22/2020,2020-W12,22855,454,894,8605,10529,8570,7607,31292
Italy,3/23/2020,2020-W13,23896,417,976,7980,7817,5710,7905,31776
Italy,3/24/2020,2020-W13,25333,417,976,7980,7817,5710,7905,32215
Italy,3/25/2020,2020-W13,26601,417,976,7980,7817,5710,7905,32438
Italy,3/26/2020,2020-W13,28365,417,976,7980,7817,5710,7905,32593
Italy,3/27/2020,2020-W13,29761,417,976,7980,7817,5710,7905,32809
Italy,3/28/2020,2020-W13,30532,417,976,7980,7817,5710,7905,33004
Italy,3/29/2020,2020-W13,31292,417,976,7980,7817,5710,7905,32926
Italy,3/30/2020,2020-W14,31776,379,928,6794,6031,4465,9537,32874
Italy,3/31/2020,2020-W14,32215,379,928,6794,6031,4465,9537,32510
Italy,4/1/2020,2020-W14,32438,379,928,6794,6031,4465,9537,32178
Italy,4/2/2020,2020-W14,32593,379,928,6794,6031,4465,9537,32004
Italy,4/3/2020,2020-W14,32809,379,928,6794,6031,4465,9537,31739
Italy,4/4/2020,2020-W14,33004,379,928,6794,6031,4465,9537,31525
Italy,4/5/2020,2020-W14,32926,379,928,6794,6031,4465,9537,31190
Italy,4/6/2020,2020-W15,32874,317,676,4844,3975,3132,7760,31283
Italy,4/7/2020,2020-W15,32510,317,676,4844,3975,3132,7760,31197
Italy,4/8/2020,2020-W15,32178,317,676,4844,3975,3132,7760,30722
Italy,4/9/2020,2020-W15,32004,317,676,4844,3975,3132,7760,29829
Italy,4/10/2020,2020-W15,31739,317,676,4844,3975,3132,7760,28598
Italy,4/11/2020,2020-W15,31525,317,676,4844,3975,3132,7760,27740
Italy,4/12/2020,2020-W15,31190,317,676,4844,3975,3132,7760,27668
Italy,4/13/2020,2020-W16,31283,307,677,4167,3303,2409,6036,27479
Italy,4/14/2020,2020-W16,31197,307,677,4167,3303,2409,6036,26605
Italy,4/15/2020,2020-W16,30722,307,677,4167,3303,2409,6036,26189
Italy,4/16/2020,2020-W16,29829,307,677,4167,3303,2409,6036,25138
Italy,4/17/2020,2020-W16,28598,307,677,4167,3303,2409,6036,24241
Italy,4/18/2020,2020-W16,27740,307,677,4167,3303,2409,6036,23635
Italy,4/19/2020,2020-W16,27668,307,677,4167,3303,2409,6036,23381
Italy,4/20/2020,2020-W17,27479,249,494,2986,2459,1574,3634,22309
Italy,4/21/2020,2020-W17,26605,249,494,2986,2459,1574,3634,21586
Italy,4/22/2020,2020-W17,26189,249,494,2986,2459,1574,3634,21005
Italy,4/23/2020,2020-W17,25138,249,494,2986,2459,1574,3634,19843
Italy,4/24/2020,2020-W17,24241,249,494,2986,2459,1574,3634,19147
Italy,4/25/2020,2020-W17,23635,249,494,2986,2459,1574,3634,18896
Italy,4/26/2020,2020-W17,23381,249,494,2986,2459,1574,3634,18743
Italy,4/27/2020,2020-W18,22309,233,457,2341,1952,1061,2230,18302
Italy,4/28/2020,2020-W18,21586,233,457,2341,1952,1061,2230,17697
Italy,4/29/2020,2020-W18,21005,233,457,2341,1952,1061,2230,17102
Italy,4/30/2020,2020-W18,19843,233,457,2341,1952,1061,2230,16485
Italy,5/1/2020,2020-W18,19147,233,457,2341,1952,1061,2230,15804
Italy,5/2/2020,2020-W18,18896,233,457,2341,1952,1061,2230,14868
Italy,5/3/2020,2020-W18,18743,233,457,2341,1952,1061,2230,14645
Italy,5/4/2020,2020-W19,18302,172,285,1648,1272,689,1235,14538
Italy,5/5/2020,2020-W19,17697,172,285,1648,1272,689,1235,13817
Italy,5/6/2020,2020-W19,17102,172,285,1648,1272,689,1235,13065
Italy,5/7/2020,2020-W19,16485,172,285,1648,1272,689,1235,12308
Italy,5/8/2020,2020-W19,15804,172,285,1648,1272,689,1235,11600
Italy,5/9/2020,2020-W19,14868,172,285,1648,1272,689,1235,11175
Italy,5/10/2020,2020-W19,14645,172,285,1648,1272,689,1235,11073
Italy,5/11/2020,2020-W20,14538,126,219,1280,959,544,735,10956
Italy,5/12/2020,2020-W20,13817,126,219,1280,959,544,735,10707
Italy,5/13/2020,2020-W20,13065,126,219,1280,959,544,735,10300
Italy,5/14/2020,2020-W20,12308,126,219,1280,959,544,735,9909
Italy,5/15/2020,2020-W20,11600,126,219,1280,959,544,735,9552
Italy,5/16/2020,2020-W20,11175,126,219,1280,959,544,735,9267
Italy,5/17/2020,2020-W20,11073,126,219,1280,959,544,735,9166
Italy,5/18/2020,2020-W21,10956,103,192,922,726,464,449,8726
Italy,5/19/2020,2020-W21,10707,103,192,922,726,464,449,8438
Italy,5/20/2020,2020-W21,10300,103,192,922,726,464,449,8234
Italy,5/21/2020,2020-W21,9909,103,192,922,726,464,449,7868
Italy,5/22/2020,2020-W21,9552,103,192,922,726,464,449,7569
Italy,5/23/2020,2020-W21,9267,103,192,922,726,464,449,7130
Italy,5/24/2020,2020-W21,9166,103,192,922,726,464,449,6822
Italy,5/25/2020,2020-W22,8726,88,130,597,436,318,295,6523
Italy,5/26/2020,2020-W22,8438,88,130,597,436,318,295,6324
Italy,5/27/2020,2020-W22,8234,88,130,597,436,318,295,6095
Italy,5/28/2020,2020-W22,7868,88,130,597,436,318,295,5841
Italy,5/29/2020,2020-W22,7569,88,130,597,436,318,295,5617
Italy,5/30/2020,2020-W22,7130,88,130,597,436,318,295,5295
Italy,5/31/2020,2020-W22,6822,88,130,597,436,318,295,5151
Italy,6/1/2020,2020-W23,6523,107,156,702,544,374,274,5012
Italy,6/2/2020,2020-W23,6324,107,156,702,544,374,274,4844
Italy,6/3/2020,2020-W23,6095,107,156,702,544,374,274,4569
Italy,6/4/2020,2020-W23,5841,107,156,702,544,374,274,4367
Italy,6/5/2020,2020-W23,5617,107,156,702,544,374,274,4120
Italy,6/6/2020,2020-W23,5295,107,156,702,544,374,274,3967
Italy,6/7/2020,2020-W23,5151,107,156,702,544,374,274,3803
Italy,6/8/2020,2020-W24,5012,107,156,546,333,264,197,3696
Italy,6/9/2020,2020-W24,4844,107,156,546,333,264,197,3478
Italy,6/10/2020,2020-W24,4569,107,156,546,333,264,197,3276
Italy,6/11/2020,2020-W24,4367,107,156,546,333,264,197,3035
Italy,6/12/2020,2020-W24,4120,107,156,546,333,264,197,2793
Italy,6/13/2020,2020-W24,3967,107,156,546,333,264,197,2626
Italy,6/14/2020,2020-W24,3803,107,156,546,333,264,197,2462
Italy,6/15/2020,2020-W25,3696,80,138,547,319,169,145,2165
Italy,6/16/2020,2020-W25,3478,80,138,547,319,169,145,1968
Italy,6/17/2020,2020-W25,3276,80,138,547,319,169,145,1717
Italy,6/18/2020,2020-W25,3035,80,138,547,319,169,145,1618
Italy,6/19/2020,2020-W25,2793,80,138,547,319,169,145,1461
Italy,6/20/2020,2020-W25,2626,80,138,547,319,169,145,1357
Italy,6/21/2020,2020-W25,2462,80,138,547,319,169,145,1258
Italy,6/22/2020,2020-W26,2165,101,171,592,265,181,142,1216
Italy,6/23/2020,2020-W26,1968,101,171,592,265,181,142,1183
Italy,6/24/2020,2020-W26,1717,101,171,592,265,181,142,1112
Italy,6/25/2020,2020-W26,1618,101,171,592,265,181,142,1045
Italy,6/26/2020,2020-W26,1461,101,171,592,265,181,142,1035
Italy,6/27/2020,2020-W26,1357,101,171,592,265,181,142,1011
Italy,6/28/2020,2020-W26,1258,101,171,592,265,181,142,1019
Italy,6/29/2020,2020-W27,1216,127,170,561,269,156,135,1018
Italy,6/30/2020,2020-W27,1183,127,170,561,269,156,135,1010
Italy,7/1/2020,2020-W27,1112,127,170,561,269,156,135,970
Italy,7/2/2020,2020-W27,1045,127,170,561,269,156,135,940
Italy,7/3/2020,2020-W27,1035,127,170,561,269,156,135,909
Italy,7/4/2020,2020-W27,1011,127,170,561,269,156,135,893
Italy,7/5/2020,2020-W27,1019,127,170,561,269,156,135,844
Italy,7/6/2020,2020-W28,1018,122,204,630,258,137,124,833
Italy,7/7/2020,2020-W28,1010,122,204,630,258,137,124,837
Italy,7/8/2020,2020-W28,970,122,204,630,258,137,124,854
Italy,7/9/2020,2020-W28,940,122,204,630,258,137,124,803
Italy,7/10/2020,2020-W28,909,122,204,630,258,137,124,821
Italy,7/11/2020,2020-W28,893,122,204,630,258,137,124,807
Italy,7/12/2020,2020-W28,844,122,204,630,258,137,124,792
Italy,7/13/2020,2020-W29,833,158,208,738,308,190,128,792
Italy,7/14/2020,2020-W29,837,158,208,738,308,190,128,781
Italy,7/15/2020,2020-W29,854,158,208,738,308,190,128,772
Italy,7/16/2020,2020-W29,803,158,208,738,308,190,128,762
Italy,7/17/2020,2020-W29,821,158,208,738,308,190,128,759
Italy,7/18/2020,2020-W29,807,158,208,738,308,190,128,772
Italy,7/19/2020,2020-W29,792,158,208,738,308,190,128,779
Italy,7/20/2020,2020-W30,792,166,372,838,399,182,127,785
Italy,7/21/2020,2020-W30,781,166,372,838,399,182,127,789
Italy,7/22/2020,2020-W30,772,166,372,838,399,182,127,769
Italy,7/23/2020,2020-W30,762,166,372,838,399,182,127,795
Italy,7/24/2020,2020-W30,759,166,372,838,399,182,127,757
Italy,7/25/2020,2020-W30,772,166,372,838,399,182,127,748
Italy,7/26/2020,2020-W30,779,166,372,838,399,182,127,750
Italy,7/27/2020,2020-W31,785,202,714,1065,436,201,132,775
Italy,7/28/2020,2020-W31,789,202,714,1065,436,201,132,802
Italy,7/29/2020,2020-W31,769,202,714,1065,436,201,132,805
Italy,7/30/2020,2020-W31,795,202,714,1065,436,201,132,804
Italy,7/31/2020,2020-W31,757,202,714,1065,436,201,132,821
Italy,8/1/2020,2020-W31,748,202,714,1065,436,201,132,814
Italy,8/2/2020,2020-W31,750,202,714,1065,436,201,132,808
Italy,8/3/2020,2020-W32,775,233,1145,1180,531,215,158,825
Italy,8/4/2020,2020-W32,802,233,1145,1180,531,215,158,850
Italy,8/5/2020,2020-W32,805,233,1145,1180,531,215,158,832
Italy,8/6/2020,2020-W32,804,233,1145,1180,531,215,158,841
Italy,8/7/2020,2020-W32,821,233,1145,1180,531,215,158,827
Italy,8/8/2020,2020-W32,814,233,1145,1180,531,215,158,819
Italy,8/9/2020,2020-W32,808,233,1145,1180,531,215,158,843
Italy,8/10/2020,2020-W33,825,367,2301,2949,914,337,190,868
Italy,8/11/2020,2020-W33,850,367,2301,2949,914,337,190,901
Italy,8/12/2020,2020-W33,832,367,2301,2949,914,337,190,932
Italy,8/13/2020,2020-W33,841,367,2301,2949,914,337,190,951
Italy,8/14/2020,2020-W33,827,367,2301,2949,914,337,190,988
Italy,8/15/2020,2020-W33,819,367,2301,2949,914,337,190,988
Italy,8/16/2020,2020-W33,843,367,2301,2949,914,337,190,1040
Italy,8/17/2020,2020-W34,868,557,2436,4006,1578,545,312,1110
Italy,8/18/2020,2020-W34,901,557,2436,4006,1578,545,312,1124
Italy,8/19/2020,2020-W34,932,557,2436,4006,1578,545,312,1124
Italy,8/20/2020,2020-W34,951,557,2436,4006,1578,545,312,1198
Italy,8/21/2020,2020-W34,988,557,2436,4006,1578,545,312,1252
Italy,8/22/2020,2020-W34,988,557,2436,4006,1578,545,312,1247
Italy,8/23/2020,2020-W34,1040,557,2436,4006,1578,545,312,1337
Italy,8/24/2020,2020-W35,1110,727,1559,4008,2027,770,323,1382
Italy,8/25/2020,2020-W35,1124,727,1559,4008,2027,770,323,1487
Italy,8/26/2020,2020-W35,1124,727,1559,4008,2027,770,323,1546
Italy,8/27/2020,2020-W35,1198,727,1559,4008,2027,770,323,1625
Italy,8/28/2020,2020-W35,1252,727,1559,4008,2027,770,323,1728
Italy,8/29/2020,2020-W35,1247,727,1559,4008,2027,770,323,1741
Italy,8/30/2020,2020-W35,1337,727,1559,4008,2027,770,323,1816
Italy,8/31/2020,2020-W36,1382,868,1426,4055,2173,973,490,1861
Italy,9/1/2020,2020-W36,1487,868,1426,4055,2173,973,490,1903
Italy,9/2/2020,2020-W36,1546,868,1426,4055,2173,973,490,1928
Italy,9/3/2020,2020-W36,1625,868,1426,4055,2173,973,490,2000
Italy,9/4/2020,2020-W36,1728,868,1426,4055,2173,973,490,2024
Italy,9/5/2020,2020-W36,1741,868,1426,4055,2173,973,490,2133
Italy,9/6/2020,2020-W36,1816,868,1426,4055,2173,973,490,2229
Italy,10/5/2020,2020-W41,3810,8026,11193,27437,16416,7325,4345,5273
Italy,10/6/2020,2020-W41,3944,8026,11193,27437,16416,7325,4345,5590
Italy,10/7/2020,2020-W41,4119,8026,11193,27437,16416,7325,4345,6009
Italy,10/8/2020,2020-W41,4283,8026,11193,27437,16416,7325,4345,6382
Italy,10/9/2020,2020-W41,4473,8026,11193,27437,16416,7325,4345,6816
Italy,10/10/2020,2020-W41,4726,8026,11193,27437,16416,7325,4345,7322
Italy,10/11/2020,2020-W41,4939,8026,11193,27437,16416,7325,4345,7881
Italy,10/12/2020,2020-W42,5273,12749,20327,52091,32099,13998,8534,8473
Italy,10/13/2020,2020-W42,5590,12749,20327,52091,32099,13998,8534,9324
Italy,10/14/2020,2020-W42,6009,12749,20327,52091,32099,13998,8534,9983
Italy,10/15/2020,2020-W42,6382,12749,20327,52091,32099,13998,8534,10686
Italy,10/16/2020,2020-W42,6816,12749,20327,52091,32099,13998,8534,11598
Italy,10/17/2020,2020-W42,7322,12749,20327,52091,32099,13998,8534,12415
Italy,10/18/2020,2020-W42,7881,12749,20327,52091,32099,13998,8534,13214
Italy,10/19/2020,2020-W43,8473,17539,25624,74775,48650,21709,13207,14281
Italy,10/20/2020,2020-W43,9324,17539,25624,74775,48650,21709,13207,15366
Italy,10/21/2020,2020-W43,9983,17539,25624,74775,48650,21709,13207,16517
Italy,10/22/2020,2020-W43,10686,17539,25624,74775,48650,21709,13207,17615
Italy,10/23/2020,2020-W43,11598,17539,25624,74775,48650,21709,13207,18740
Italy,10/24/2020,2020-W43,12415,17539,25624,74775,48650,21709,13207,19809
Italy,10/25/2020,2020-W43,13214,17539,25624,74775,48650,21709,13207,20841
Italy,10/26/2020,2020-W44,14281,19338,26553,87643,60850,28520,17524,21862
Italy,10/27/2020,2020-W44,15366,19338,26553,87643,60850,28520,17524,23339
Italy,10/28/2020,2020-W44,16517,19338,26553,87643,60850,28520,17524,24408
Italy,10/29/2020,2020-W44,17615,19338,26553,87643,60850,28520,17524,25647
Italy,10/30/2020,2020-W44,18740,19338,26553,87643,60850,28520,17524,26520
Italy,10/31/2020,2020-W44,19809,19338,26553,87643,60850,28520,17524,27743
Italy,11/1/2020,2020-W44,20841,19338,26553,87643,60850,28520,17524,29189
Italy,11/2/2020,2020-W45,21862,18030,23681,85344,61097,31067,19686,30485
Italy,11/3/2020,2020-W45,23339,18030,23681,85344,61097,31067,19686,31604
Italy,11/4/2020,2020-W45,24408,18030,23681,85344,61097,31067,19686,32525
Italy,11/5/2020,2020-W45,25647,18030,23681,85344,61097,31067,19686,33043
Italy,11/6/2020,2020-W45,26520,18030,23681,85344,61097,31067,19686,34144
Italy,11/7/2020,2020-W45,27743,18030,23681,85344,61097,31067,19686,34704
Italy,11/8/2020,2020-W45,29189,18030,23681,85344,61097,31067,19686,35469
Italy,11/9/2020,2020-W46,30485,15289,19627,74474,54012,28689,19196,36028
Italy,11/10/2020,2020-W46,31604,15289,19627,74474,54012,28689,19196,36686
Italy,11/11/2020,2020-W46,32525,15289,19627,74474,54012,28689,19196,37174
Italy,11/12/2020,2020-W46,33043,15289,19627,74474,54012,28689,19196,37322
Italy,11/13/2020,2020-W46,34144,15289,19627,74474,54012,28689,19196,37705
Italy,11/14/2020,2020-W46,34704,15289,19627,74474,54012,28689,19196,37821
Italy,11/15/2020,2020-W46,35469,15289,19627,74474,54012,28689,19196,38080
Italy,11/16/2020,2020-W47,36028,12552,14855,54924,39844,21921,16169,38507
Italy,11/17/2020,2020-W47,36686,12552,14855,54924,39844,21921,16169,38393
Italy,11/18/2020,2020-W47,37174,12552,14855,54924,39844,21921,16169,38161
Italy,11/19/2020,2020-W47,37322,12552,14855,54924,39844,21921,16169,37884
Italy,11/20/2020,2020-W47,37705,12552,14855,54924,39844,21921,16169,37466
Italy,11/21/2020,2020-W47,37821,12552,14855,54924,39844,21921,16169,37061
Italy,11/22/2020,2020-W47,38080,12552,14855,54924,39844,21921,16169,36632
Italy,11/23/2020,2020-W48,38507,10914,11904,43317,31356,17621,13775,36931
Italy,11/24/2020,2020-W48,38393,10914,11904,43317,31356,17621,13775,36474
Italy,11/25/2020,2020-W48,38161,10914,11904,43317,31356,17621,13775,36070
Italy,11/26/2020,2020-W48,37884,10914,11904,43317,31356,17621,13775,35369
Italy,11/27/2020,2020-W48,37466,10914,11904,43317,31356,17621,13775,34767
Italy,11/28/2020,2020-W48,37061,10914,11904,43317,31356,17621,13775,33675
Italy,11/29/2020,2020-W48,36632,10914,11904,43317,31356,17621,13775,33845
Italy,12/28/2020,2020-W53,26497,10249,13438,42056,28172,16286,10497,25896
Italy,12/29/2020,2020-W53,26211,10249,13438,42056,28172,16286,10497,25964
Italy,12/30/2020,2020-W53,26094,10249,13438,42056,28172,16286,10497,25745
Italy,12/31/2020,2020-W53,25706,10249,13438,42056,28172,16286,10497,25878
Italy,1/1/2021,2020-W53,25375,10249,13438,42056,28172,16286,10497,25900
Italy,1/2/2021,2020-W53,25517,10249,13438,42056,28172,16286,10497,25853
Italy,1/3/2021,2020-W53,25658,10249,13438,42056,28172,16286,10497,26042
Italy,1/4/2021,2021-W01,25896,8755,9899,31047,21601,12702,8755,26245
Italy,1/5/2021,2021-W01,25964,8755,9899,31047,21601,12702,8755,26348
Italy,1/6/2021,2021-W01,25745,8755,9899,31047,21601,12702,8755,26104
Italy,1/7/2021,2021-W01,25878,8755,9899,31047,21601,12702,8755,25667
Italy,1/8/2021,2021-W01,25900,8755,9899,31047,21601,12702,8755,25363
Italy,1/9/2021,2021-W01,25853,8755,9899,31047,21601,12702,8755,25304
Italy,1/10/2021,2021-W01,26042,8755,9899,31047,21601,12702,8755,25260
Italy,1/11/2021,2021-W02,26245,9264,8512,27980,19551,11227,7598,25428
Italy,1/12/2021,2021-W02,26348,9264,8512,27980,19551,11227,7598,25186
Italy,1/13/2021,2021-W02,26104,9264,8512,27980,19551,11227,7598,24930
Italy,1/14/2021,2021-W02,25667,9264,8512,27980,19551,11227,7598,24463
Italy,1/15/2021,2021-W02,25363,9264,8512,27980,19551,11227,7598,24081
Italy,1/16/2021,2021-W02,25304,9264,8512,27980,19551,11227,7598,23789
Italy,1/17/2021,2021-W02,25260,9264,8512,27980,19551,11227,7598,23709
Italy,1/18/2021,2021-W03,25428,10282,8350,27871,18813,10471,6558,23845
